Remove	STRING	LEN	FREQ	Orth	Orth_F	N1_F	N1_C	N2_F	N2_C	N3_F	N3_C	UN1_F	UN1_C	UN2_F	UN2_C	UN3_F	UN3_C
0	truse	5	NA	4	17.97	12016.29	346.8	1718.78	46.75	381.47	9.33	307601.27	42081.2	15060.04	2537.25	1994.02	316.67
0	trute	5	NA	4	35.23	11580.72	375.4	1040.19	39	164.74	6	333293.59	39551.6	16639.83	3300.25	857.15	181.33
0	twime	5	NA	2	39.77	10425.15	300.8	188.7	18.5	80.3	5	282787.94	33954.2	13672.55	1319.75	1112.24	110.33
0	undel	5	NA	1	569.05	5973.4	288.4	1030.25	32.75	423.45	2.67	252472.33	34275	24353.02	3078.5	2857.34	566.67
0	unten	5	NA	0	0	6819.9	300.8	1862.43	34.5	340.71	2.33	320963.2	39591.4	30141.74	5208.25	3106.1	641
0	untin	5	NA	1	464.76	4439.67	156.2	956.73	17.5	323.42	1.33	277791.16	36574.6	38467.19	7097.5	3399.81	981
0	untra	5	NA	0	0	3913.98	150	546.65	12.5	192.2	1.33	284298.37	35367	17894.56	3814.25	2726.91	568.33
0	upsed	5	NA	2	19.48	7148.28	326.8	836.6	74.5	35.06	4	229581.42	34046.8	18831.45	3018.5	1103.27	150.67
0	upses	5	NA	2	19.36	7525.71	560.8	1042.48	97	116.59	8.33	249044.22	39984.4	17914.34	4159.5	749.17	297.33
0	urgun	5	NA	0	0	4590.74	171	91.69	6.5	43.13	1.67	169888.3	26380.8	8837.99	1519.25	228.99	65.33
0	usale	5	NA	1	3.57	9337.08	293.2	781.07	23	30.34	2	290947.56	40811.2	20803.07	3573	566.85	179.67
0	valks	5	NA	5	10.19	5728.52	585	493.55	55	82.54	7.33	177562.97	26562.6	9290.72	1637.75	600.14	100.33
0	valls	5	NA	9	21.97	7902.14	606	649.82	68.25	277.06	21.67	205343.6	31416.8	14901.27	2466.5	3844.8	551.67
1	viece	5	NA	2	59.11	10604.5	331.4	771.71	24.75	94.71	1.67	301153.9	40720.4	12203.17	2339.5	668.94	106
0	vists	5	NA	6	6.13	6286.12	533.6	511.62	73.5	119.32	11.33	253239.99	38797.4	21118.13	3777.75	2055.32	708
0	voich	5	NA	1	241.9	9908.67	325	2616.67	35	1272.89	2	206205.49	24472.6	10280.51	1861.25	1503.24	38.67
0	voink	5	NA	0	0	9570.89	342	1949.77	40	861.85	6.33	197507.68	26260.8	21877.4	3621.5	1338.71	145.33
0	voint	5	NA	2	202.22	11424.23	377.6	2042	42.5	732.51	7.67	269718.1	32889.8	28539.1	4656.5	2674.32	358
0	walse	5	NA	3	16.54	10607.93	410	1506.76	48.25	82.56	4.33	285830.55	38102.8	20798.69	2610.25	1010.11	145.67
0	warge	5	NA	5	74.84	10453.02	416.2	1079.78	56.5	269.2	8.33	264459.97	33269.6	16971.46	2082	1482.08	179.33
0	wasic	5	NA	1	103.99	6371.7	286.4	623.86	36.25	169.57	3.33	231978.46	33742.2	21426.29	2511.75	4376.25	115
1	watty	5	NA	10	2.07	7835.98	412.6	884.85	50.5	223.97	9.67	267645.13	26466.4	19348.85	2650.25	1045.27	171.67
1	wheir	5	NA	1	2947.33	13346.1	248	5295.34	20	2329.66	2.67	281327.28	33711.8	37910.49	1260.75	3511.18	58
1	whese	5	NA	3	829.05	15192.26	301.8	5272.31	39	1202.92	4	328664.7	39030.8	49857.75	4619.75	3078.47	264.67
0	whice	5	NA	4	1089.79	15218.76	316.4	4783.01	36.75	2747.89	7.67	256075.14	30365.8	20969.98	2108.25	3674.57	193.33
0	whick	5	NA	5	680.87	11809.01	233.8	4495.14	39.25	2680.15	9	158045.18	18686.4	17901.55	1937.5	3221.13	240
1	whill	5	NA	3	218.4	13095.7	269.4	4335.39	41	2156.49	9.33	196505.85	24884.4	20923.83	1983.5	4067.16	299
1	whilt	5	NA	2	320.73	14584.58	293.2	3945.89	37.75	1882.01	7	240935.64	26659.2	16431.65	1353.25	2419.37	134
0	whina	5	NA	2	35.04	11786.48	258.6	4376.08	45.25	1933.57	9	262189.76	29299.8	33825.64	4363.25	4139.07	419
1	whing	5	NA	4	114.32	12507.76	245.4	5373.46	51.5	2837.8	16	202636.39	24261.8	40979.36	5804.25	13517.27	2576.33
1	whink	5	NA	4	202.1	12247.13	260.8	4641.89	50	2225.27	11.67	192060.97	21938.6	32523.26	3940	4095.04	296.67
0	whint	5	NA	2	2.32	14100.47	296.4	4734.12	52.5	2095.93	13	264271.38	28567.6	39184.96	4975	5430.66	509.33
0	whirs	5	NA	6	2.12	14478.23	530.2	3672.16	45.75	1552.24	9.67	229815.41	31191	17950.02	1779.75	2242	111.67
0	whols	5	NA	3	133.28	14189.21	532.8	2479.76	52	362.35	5.33	218783.31	26173.2	13278.46	1353	2439.64	126.67
0	whoon	5	NA	1	0.48	10485.3	240.4	2400.68	38	248.96	4.67	253998.89	24570	24141.09	2683.25	2443.21	134
1	whors	5	NA	3	1.76	13652.9	524.2	2677.2	44	311.94	6	233355.41	28175.4	22375.58	2466.5	2637.28	269
1	whort	5	NA	3	66.55	13222.93	278.6	2541.9	33	366.18	6.33	259047.73	25645.8	21617.47	2003	3427.82	303
1	womed	5	NA	4	131.24	13176.22	478	2675.37	86	583.37	9	241172.81	27530.6	23823.38	3129.5	3213	243.67
1	womes	5	NA	6	124.45	13553.65	712	2881.25	108.5	782.03	9.67	260635.61	33468.2	22906.27	4270.5	3179.39	223
0	womic	5	NA	1	14.16	8419.05	268.8	1758.9	26	301.93	2.33	188046.06	24803.2	13856.29	2114.75	876.27	169
0	womit	5	NA	1	5.53	10743.45	321.8	1748.91	25.5	328.04	3	243155.9	27921.8	19000.47	2079.25	962.43	183.33
0	wooks	5	NA	9	45.57	11862.42	613.2	1930.2	62.5	204.12	6.33	206687.01	25502	6388.44	803.25	1131.08	120
0	wooma	5	NA	0	0	9075.4	318.4	1565.27	33.5	41.82	4.33	244614.27	25638.4	13748.65	1681.5	629.35	152.67
0	woore	5	NA	1	5.24	14626.15	427	2882.62	46.75	76.47	6.67	300551.6	34879.2	28746.45	3381.25	2008.3	206
0	woote	5	NA	1	128.27	13783.19	446.6	2066.78	47	92.41	7.67	330409.3	34651.8	17274.48	2826.25	662.21	192.67
0	woral	5	NA	2	34.6	10052.07	353.6	2291.91	45	540.85	7	242033.13	29768.2	23750.04	3700.25	2090.54	300
0	worce	5	NA	2	130.82	13611.6	408.8	2557.01	38	597.01	5	259254.25	32742.6	16958.16	1969.25	1687.85	164
0	worch	5	NA	3	40.53	10977.76	336.2	3082.8	46.25	572.66	7	203937.89	22527.2	16914.55	2040.75	1693.24	211.67
0	wouly	5	NA	1	2913.48	12091.35	400.2	4922.06	46.25	2608.3	3.33	156627.77	19029.2	19849.15	2323.75	3045.08	33.33
0	woung	5	NA	3	158.43	11312.24	311.2	4880.37	45.25	1704.39	7.33	180816.51	22463	25048.71	3585.5	2978.51	215
0	wourt	5	NA	1	128.09	12852.75	350.4	3749.55	35.5	1159.34	5.33	233687.85	26862.6	19528.99	1945	3542.12	181.67
1	wouse	5	NA	7	95.82	14001.75	388.4	4677.16	47.5	1425.21	7.67	263672.78	34215.2	23692.87	2470.75	3655.2	567.33
0	woute	5	NA	1	41.41	13566.18	417	3998.57	39.75	1151.44	6.33	289365.1	31685.6	25272.66	3233.75	3680.4	240.33
0	wouth	5	NA	5	100.01	10932.34	344.4	3990.52	40	1306.2	6	234048.73	21470.2	48549.23	1844.75	3646.21	208.33
0	wries	5	NA	8	6.17	13805.97	703	1603.12	119.75	214.33	12	285131.77	41406.4	17026.56	5227.75	2309.93	871.67
1	wrink	5	NA	4	32.88	9790.86	296	1957.19	56.25	479.23	8.33	191700.08	27331	25834.22	4719.25	1815.76	437
0	wrood	5	NA	1	3.57	9273.65	311.8	864.55	37.25	261.13	6	229576.93	26420.8	9825.78	1564.75	1248.38	178
0	wroto	5	NA	2	64.16	7564.56	290.8	669.9	39.25	156.23	3.67	274732.05	29828.8	19406.4	1898.25	455.95	123.67
0	yarly	5	NA	1	325.6	7441.12	408.2	1077.96	47.5	238.69	2.67	190843.35	25744.4	13328.77	2260	883.77	82.67
0	yeace	5	NA	1	90.73	10102.06	366.8	2154.16	45.5	680.6	6	324148.09	40105.2	15252.11	1950.75	1790.57	141.33
0	yeach	5	NA	5	41.41	7468.22	294.2	2679.94	53.75	489.19	6	268831.72	29889.8	15208.5	2022.25	1742.68	136
0	yeans	5	NA	7	170.11	9413.74	592.4	1678.8	64.75	580.93	9.67	306652.01	40836.6	26382.04	3078	1502.57	279.67
0	yearf	5	NA	2	450.48	6619.46	281.4	1865.84	45.75	853.13	9.33	264109.85	32329.8	15745.89	2005	2536.79	176.67
1	yeart	5	NA	4	265.59	8931.56	335	2102.79	49.5	1013.42	10	323580.68	38400.8	18095.17	2347.5	3807.76	322.67
1	yeass	5	NA	2	455.48	8954.13	571.6	1698.87	44.25	591.38	6	302053.73	43232.6	18319.09	2261.75	2404.24	271.67
0	yeate	5	NA	0	0	9645	401.6	1836	47	523.18	8.33	379257.93	43223.8	26955.65	4472.5	4223.53	949.67
0	yeave	5	NA	3	83.57	8781.65	341.6	1588.05	42.75	543.72	6.67	309046.61	36706.4	16438.03	1660.75	2798.84	138
1	yould	5	NA	3	1610.21	11065.87	339.6	5037.61	29	3410.74	4.33	171446.35	22277.8	18512.89	1438.5	6910.46	50
1	youly	5	NA	0	0	9715.62	369.2	3738.68	42.75	1813.6	3.67	154113.48	19854.6	19839.29	2207.25	4961.4	38.33
1	youse	5	NA	6	96.08	11626.03	357.4	3493.77	44	630.5	8	261158.49	35040.6	23683.01	2354.25	5571.52	572.33
